null
null
null
null
null
null
null
null
null
null
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00

X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,29 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00

X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,46 | Y:9,04 | Z:4,45 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00

X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,77 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,29 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00

X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,61 | Y:9,04 | Z:4,14 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00

X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:29,00
X:0,46 | Y:8,89 | Z:4,45 | T:30,00
X:0,46 | Y:8,89 | Z:4,45 | T:30,00
X:0,46 | Y:8,89 | Z:4,45 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:8,74 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00

X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,60 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00

X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,29 | T:30,00
X:0,61 | Y:9,20 | Z:4,14 | T:30,00
X:0,61 | Y:9,20 | Z:4,14 | T:30,00
X:0,61 | Y:9,20 | Z:4,14 | T:30,00
X:0,61 | Y:9,20 | Z:4,14 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00

X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,46 | Y:9,04 | Z:3,83 | T:30,00
X:0,61 | Y:8,74 | Z:3,68 | T:30,00
X:0,61 | Y:8,74 | Z:3,68 | T:30,00
X:0,61 | Y:8,74 | Z:3,68 | T:30,00
X:0,61 | Y:8,74 | Z:3,68 | T:30,00
X:0,61 | Y:8,74 | Z:3,68 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00

X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00

X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:1,07 | Y:8,89 | Z:3,99 | T:30,00
X:0,46 | Y:9,20 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,15 | Y:9,04 | Z:4,60 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00

X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,31 | Y:8,89 | Z:3,99 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00

X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00

X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,31 | Y:9,04 | Z:4,75 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00

X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,46 | Y:9,04 | Z:4,45 | T:30,00
X:0,31 | Y:8,74 | Z:4,14 | T:30,00
X:0,31 | Y:8,74 | Z:4,14 | T:30,00
X:0,31 | Y:8,74 | Z:4,14 | T:30,00
X:0,31 | Y:8,74 | Z:4,14 | T:30,00
X:0,31 | Y:8,74 | Z:4,14 | T:30,00
X:0,61 | Y:8,74 | Z:4,45 | T:30,00
X:0,61 | Y:8,74 | Z:4,45 | T:30,00
X:0,61 | Y:8,74 | Z:4,45 | T:30,00
X:0,61 | Y:8,74 | Z:4,45 | T:30,00
X:0,61 | Y:8,74 | Z:4,45 | T:30,00

X:0,61 | Y:8,74 | Z:4,45 | T:30,00
X:0,61 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,92 | Y:8,74 | Z:4,45 | T:30,00
X:0,46 | Y:9,20 | Z:4,45 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00

X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,31 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,61 | Y:8,89 | Z:4,29 | T:30,00

X:0,61 | Y:8,89 | Z:4,29 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,46 | Y:8,89 | Z:4,60 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00

X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,77 | Y:8,89 | Z:2,91 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00

X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:0,31 | Y:9,04 | Z:3,53 | T:30,00
X:-0,15 | Y:9,04 | Z:6,29 | T:30,00
X:-0,15 | Y:9,04 | Z:6,29 | T:30,00
X:-0,15 | Y:9,04 | Z:6,29 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00

X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:-0,15 | Y:9,04 | Z:6,28 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00
X:0,46 | Y:9,66 | Z:5,06 | T:30,00

X:0,46 | Y:9,04 | Z:3,53 | T:30,00
X:0,46 | Y:9,04 | Z:3,53 | T:30,00






































































